detail_id,settlement_id,event_id,line_type,gross_effect_paise,fee_paise,tax_paise,net_effect_paise,settled_at,currency,reference_text
dtl_Z76h8YM6vqeUUW,setl_dwJUDfJk4Msxjv,evt_1V7HvpyyuPS1Ks,PAYMENT,156158,0,0,156158,2026-06-05T11:30:00,INR,
dtl_XePljr9dB5zQML,setl_zzDl7mNKrB5j68,evt_dX3MgBP3mxcuNj,PAYMENT,31952,639,115,31198,2026-06-18T11:30:00,INR,
dtl_j94i1TOBjAvSf6,setl_BLQ4N33NapbjUC,evt_WBvsJSO7i89mDK,PAYMENT,4108200,123246,22184,3962770,2026-06-08T11:30:00,INR,
dtl_3B0u8Bxo3s7InA,setl_K5f5QrXaf6KNFw,evt_K5WInNFKNMlPZn,PAYMENT,69900,1223,220,68457,2026-06-02T11:30:00,INR,
dtl_wsrm7MwoeCiH17,setl_qTt75L0AuLFps7,evt_o5s0LYmHtbnA1K,PAYMENT,350200,7004,1261,341935,2026-07-06T11:30:00,INR,
dtl_h9JBju0Gmqo5Ys,setl_bxJaCLlZiS4NB6,evt_sKpcPKXvBbyZrY,PAYMENT,299900,5998,1080,292822,2026-07-08T11:30:00,INR,
dtl_40ybvpCa51qgL4,setl_xG0tMZSNTKWzVj,evt_Pu5DUxS4hxrvG9,PAYMENT,60000606,0,0,60000606,2026-06-06T11:30:00,INR,
dtl_v2zIITVgJADlwG,setl_Ztfm84837MKVSf,evt_AtsB67OENLbGr7,PAYMENT,1888600,37772,6799,1844029,2026-07-13T11:30:00,INR,
dtl_v6qLNDxfDHtW6s,setl_xIxg36JNnfLiuy,evt_KD9V6PjtKKuAFh,PAYMENT,49400,0,0,49400,2026-07-14T11:30:00,INR,
dtl_SVYL5hXjwNb7YO,setl_st2LXdqUXXd2wR,evt_v1FgZDIr7DfPDV,PAYMENT,1499900,29998,5400,1464502,2026-07-16T11:30:00,INR,
dtl_L2a17q9rcFz04d,setl_OxlOvn1EfUjdEi,evt_2rq0nWEXfbBsNr,PAYMENT,14900,0,0,14900,2026-07-04T11:30:00,INR,
dtl_ycAE3ychlOq5kj,setl_e49KSwjzUVytR0,evt_zQQeBSldRD1FvB,PAYMENT,1499900,0,0,1499900,2026-06-10T11:30:00,INR,
dtl_qP8t5B4mBE61rv,setl_m2Qx3ozYmqHdM6,evt_T3xkelLnMoaCI9,PAYMENT,149300,0,0,149300,2026-06-16T11:30:00,INR,
dtl_kxH43aO3x9aehz,setl_Fk3ptfHycN2Nva,evt_8xMzbDUUje4tYE,PAYMENT,149900,0,0,149900,2026-07-14T11:30:00,INR,
dtl_g9wLkFlf3JecyI,setl_xG0tMZSNTKWzVj,evt_OPGap8PYi9FEIS,REFUND,-10000101,0,0,-10000101,2026-06-06T11:30:00,INR,
dtl_KWMifVmK0ArZVg,setl_bL6f612eOxxR9n,evt_oIdUnDGlvW12qN,PAYMENT,258800,0,0,258800,2026-07-08T11:30:00,INR,
dtl_OxPUCSCPihZSjL,setl_fOrv37R1yrZPQf,evt_lIbuEWdgIkVPDk,PAYMENT,5096,102,18,4976,2026-06-17T11:30:00,INR,
dtl_i3qmy3bqPp9UHl,setl_SFpPdKRakjOCRk,evt_ZyIj3nO92hy3pu,PAYMENT,44900,898,162,43840,2026-06-27T11:30:00,INR,
dtl_4anvzW5UovCPKF,setl_2aUmSkjRH3IcMx,evt_Xj7t7LI5R4PwkZ,PAYMENT,100000,0,0,100000,2026-06-25T11:30:00,INR,
dtl_4aobCHwaZtzObF,setl_f1VojUeZdAFGgW,evt_qem43U3Lc61b4X,PAYMENT,39801900,696533,125376,38979991,2026-06-27T11:30:00,INR,
dtl_QuPZCpmm6CMdwG,setl_bxJaCLlZiS4NB6,evt_tvFFSoxCohkLuY,PAYMENT,79900,0,0,79900,2026-07-08T11:30:00,INR,
dtl_duIDG5NqhHqAI5,setl_fTprN6fpNHQ3mK,evt_ZZYmh5CErbZToW,PAYMENT,6528600,0,0,6528600,2026-06-29T11:30:00,INR,
dtl_UdNHYeriHf07H3,setl_bxJaCLlZiS4NB6,evt_GuQaA338TznfWY,PAYMENT,465900,13977,2516,449407,2026-07-08T11:30:00,INR,
dtl_B1YCBXvuzwblxN,setl_O7Lzd80WjFYDbY,evt_Wjvmn47YWz0hT9,PAYMENT,15443700,0,0,15443700,2026-06-18T11:30:00,INR,
dtl_YmWpARQQACpnla,setl_SZW4AHt3gb9xF8,evt_Kcs4uwJaYycYTn,PAYMENT,279400,0,0,279400,2026-07-15T11:30:00,INR,
dtl_9HylBwCgA4oygk,setl_Fk3ptfHycN2Nva,evt_BhrB9wgr06MHbO,PAYMENT,84400,1688,304,82408,2026-07-14T11:30:00,INR,
dtl_4ik0ol7K9fGUqj,setl_8RrZA5nl6xOyjn,evt_i3RE1s0SUkgjbL,PAYMENT,499900,9998,1800,488102,2026-07-15T11:30:00,INR,
dtl_qZ3lNNQdiIc7L4,setl_yeaI2MJI24vkL7,,REFUND,-2501,0,0,-2501,2026-06-05T11:30:00,INR,
dtl_oqRFpygzNIS5GV,setl_iKzEk7jiQP4jwo,evt_jqqp5tl4vTqmKO,PAYMENT,599900,11998,2160,585742,2026-07-07T11:30:00,INR,
dtl_ZkVkAgxSOMRqK2,setl_FFPxXN3jnGVe7X,evt_8SUTymtgcROnO7,PAYMENT,25531,511,92,24928,2026-06-30T11:30:00,INR,
dtl_dLN4ENYPCJ2DYS,setl_ClvF98OVQ2trsJ,evt_ilqrRBTBT469wj,PAYMENT,4999900,0,0,4999900,2026-06-30T11:30:00,INR,
dtl_6MZSkMVCnYuQR4,setl_bL6f612eOxxR9n,evt_WR8r0GXQVDmM3k,PAYMENT,392100,6862,1235,384003,2026-07-08T11:30:00,INR,
dtl_73RE3ZEQVEGuH1,setl_iKzEk7jiQP4jwo,evt_fabrIdCW6pMxRq,PAYMENT,32400,567,102,31731,2026-07-07T11:30:00,INR,
dtl_ZEWvf5Oq2Tqblo,setl_3GvGCP2SKwFV0r,evt_STVEwPwgm51j94,PAYMENT,241400,4828,869,235703,2026-06-05T11:30:00,INR,
dtl_u5o9vxNOTbETFa,setl_6txF0fX2UjMCG5,,REFUND,-102,0,0,-102,2026-07-11T11:30:00,INR,
dtl_KXHTuDmnZayCRs,setl_9xjWC0LZg81L1P,evt_wSbtAYy0gzVqXU,PAYMENT,188600,0,0,188600,2026-06-08T11:30:00,INR,
dtl_6dMOjG8vE6hOce,setl_OCIliej45topay,evt_xgsPgdXbBKNt8I,PAYMENT,69900,1223,220,68457,2026-06-27T11:30:00,INR,
dtl_zMkt3v7fkFjjni,setl_IsnbKMrGkHeUcr,evt_dpommWwu6xbCIb,PAYMENT,318141,0,0,318141,2026-06-19T11:30:00,INR,
dtl_RK5jZONONH8mYH,setl_SZW4AHt3gb9xF8,evt_d3a5XhwFan435B,PAYMENT,19900,398,72,19430,2026-07-15T11:30:00,INR,
dtl_VUSSPDt2t6Dfdy,setl_m2Qx3ozYmqHdM6,evt_3tyjvS2pKflMEi,PAYMENT,499900,9998,1800,488102,2026-06-16T11:30:00,INR,
dtl_ICj8gLJAuy2dW1,setl_Yll1nXEMoHp2NQ,evt_uwRjoKjqiMPMMB,PAYMENT,21800,0,0,21800,2026-06-08T11:30:00,INR,
dtl_z36TQW9EVs0j3d,setl_iKzEk7jiQP4jwo,evt_GJXVvkYQS8cJ8C,PAYMENT,486800,9736,1752,475312,2026-07-07T11:30:00,INR,
dtl_1KTmMJDNImmJAj,setl_4ItwyIcQp1uBtG,evt_I7RNZwavvmtKgQ,PAYMENT,44900,898,162,43840,2026-07-06T11:30:00,INR,
dtl_Hxl5KbZ9opKa6M,setl_OCIliej45topay,evt_z0e0BjeEAuzPKd,PAYMENT,1420400,0,0,1420400,2026-06-27T11:30:00,INR,
dtl_prbEWnIL5DyAL9,setl_iKzEk7jiQP4jwo,evt_y1zTy6TmvbJ0YB,PAYMENT,28900,578,104,28218,2026-07-07T11:30:00,INR,
dtl_X4iPp43pvpg2KI,setl_49bpPV3IQj1KD1,evt_Zjpv7xwkavKEti,PAYMENT,341800,6836,1230,333734,2026-07-14T11:30:00,INR,
dtl_9lE8QNLo6ThJPY,setl_yeaI2MJI24vkL7,evt_wJq9jjv9y8MoKy,PAYMENT,99900,0,0,99900,2026-06-05T11:30:00,INR,
dtl_k0FQtHtbvPcmZR,setl_bVTFiH4smcNPR9,evt_jcDBUTb86JuVf3,PAYMENT,19900,398,72,19430,2026-07-06T11:30:00,INR,
dtl_M9vRg53KrKXDTI,setl_e49KSwjzUVytR0,evt_IM5dpmKFJP06x7,PAYMENT,30000321,0,0,30000321,2026-06-10T11:30:00,INR,
dtl_qUAfc5BsMRam5R,setl_yeaI2MJI24vkL7,evt_8zP3dL5BAzN3P1,PAYMENT,24900,0,0,24900,2026-06-05T11:30:00,INR,
dtl_OYBTugZkJegaVP,setl_SFpPdKRakjOCRk,evt_hiwidOh6A0D3dm,PAYMENT,145200,0,0,145200,2026-06-27T11:30:00,INR,
dtl_opkHnYQng1RiCa,setl_ejISy1ngOnZc4r,evt_g6w2skziR7iUHj,PAYMENT,142400,4272,769,137359,2026-06-08T11:30:00,INR,
dtl_L2YK0wJwiN2SgN,setl_24aVE2gdEZUJTc,evt_LSErQmuc2sqQXZ,PAYMENT,345000,7000,1260,336740,2026-07-08T11:30:00,INR,
dtl_AQA6lw9IlhShae,setl_IsnbKMrGkHeUcr,evt_pT34qY6EZvLnop,PAYMENT,118789,2376,428,115985,2026-06-19T11:30:00,INR,
dtl_7lfn2XYIX4XSUw,setl_Ocv4HNvAwpziH0,evt_XVytX12tACBap9,PAYMENT,35621,712,128,34781,2026-06-29T11:30:00,INR,
dtl_OrkmbDIV4mYDpA,setl_qTt75L0AuLFps7,evt_RFXlg18BxA0dRl,PAYMENT,59900,0,0,59900,2026-07-06T11:30:00,INR,
dtl_RlPWJ2Wl5fkqYm,setl_VMquDrQtzqzXkB,evt_3xTblAgbermG3n,PAYMENT,23469,0,0,23469,2026-07-15T11:30:00,INR,
dtl_OP19gXmLy3ZwQQ,setl_ejISy1ngOnZc4r,evt_QF3T4QTjruG5b6,PAYMENT,199900,0,0,199900,2026-06-08T11:30:00,INR,
dtl_WoHbEFh294pVxu,setl_hFPBsOWdqVAlrz,evt_PPyaJyUA48XB6u,PAYMENT,29900,0,0,29900,2026-06-18T11:30:00,INR,
dtl_WoGNhdMmsxocBo,setl_EjkGgQT2a5ywH4,evt_36mkMk32leq8N6,PAYMENT,164104,2872,517,160715,2026-06-17T11:30:00,INR,
dtl_QKCb3ArNYuPaIg,setl_3GvGCP2SKwFV0r,evt_Pf0GwcsigCZeqI,PAYMENT,24400,0,0,24400,2026-06-05T11:30:00,INR,
dtl_SnW2DTFPmo5bII,setl_opvF9MFzixNFeD,evt_LeEtwUV4fZEEe3,PAYMENT,49900,1497,269,48134,2026-07-08T11:30:00,INR,
dtl_Zyvun7nqi9q5yy,setl_bWcKIDcDmkYdVm,evt_Y892OpZiG6uTRD,PAYMENT,184702,3232,582,180888,2026-06-19T11:30:00,INR,
dtl_kcP0cHRgzPjhqW,setl_8rU0LrWMxQttSu,evt_WgXyLCdqw7PmRO,PAYMENT,399900,7998,1440,390462,2026-06-12T11:30:00,INR,
dtl_VbCrwJt38Z6TVP,setl_ampt6pzzZ441pD,evt_AyWEA8CJZwosNk,PAYMENT,18795,0,0,18795,2026-06-22T11:30:00,INR,
dtl_UfpicYzSNy1h2w,setl_24aVE2gdEZUJTc,evt_SM4LuuH4GhqH58,PAYMENT,19900,348,63,19489,2026-07-08T11:30:00,INR,
dtl_pbO83O24xp1bvh,setl_ampt6pzzZ441pD,evt_eFprFGO5on7h4k,PAYMENT,405800,12174,2191,391435,2026-06-22T11:30:00,INR,
dtl_0RgksWVyXJqSxp,setl_Xq3UG3Ukjc03KB,evt_9DlRbKnflCk5UE,PAYMENT,50000535,0,0,50000535,2026-06-10T11:30:00,INR,
dtl_6dMOjG8vE6hOce,setl_OCIliej45topay,evt_xgsPgdXbBKNt8I,PAYMENT,69900,1223,220,68457,2026-06-27T11:30:00,INR,
dtl_aE2NAEiBCaEjjx,setl_Gv75Or7Rxbso9d,evt_kQ9UFlhGWAfSF2,REFUND,-25000,0,0,-25000,2026-06-27T11:30:00,INR,
dtl_ZC6uW72y9dAKau,setl_st2LXdqUXXd2wR,evt_1nAhOxgpm6VvMJ,PAYMENT,214397,4288,772,209337,2026-07-16T11:30:00,INR,
dtl_nfTR1rIUS87Zww,setl_6txF0fX2UjMCG5,evt_uQc55X3YsVYlpI,PAYMENT,1499900,26248,4725,1468927,2026-07-11T11:30:00,INR,
dtl_dPEmYwIBcijfI1,setl_hB25esJYD5aLD1,evt_1OWmG96PbZ05gD,PAYMENT,31489800,0,0,31489800,2026-06-02T11:30:00,INR,
dtl_In2QsWJY8fOaYI,setl_8hoCLYAO3hkWIU,evt_h3Ucd6YeJH767p,PAYMENT,28300,0,0,28300,2026-06-20T11:30:00,INR,
dtl_ccHUtskvNSjI60,setl_uJnEKD9YbfALra,evt_dhO1Whtg7kXDVA,PAYMENT,14800,296,53,14451,2026-06-03T11:30:00,INR,
dtl_lzxicYIhvtKEQd,setl_fTprN6fpNHQ3mK,evt_n6LAJR4mrG3iWl,PAYMENT,249900,4998,901,244001,2026-06-29T11:30:00,INR,
dtl_qs8M3cS91dMQqh,setl_fOrv37R1yrZPQf,evt_LA8nhp3TSk8lxF,PAYMENT,28200,564,102,27534,2026-06-17T11:30:00,INR,
dtl_kPhK6HZmIESP3P,setl_xmlmyMKqNm7aHK,evt_PaZ4u0GphPRmLF,PAYMENT,48779,0,0,48779,2026-07-16T11:30:00,INR,
dtl_3IWhfcTmQoTAnH,setl_xIxg36JNnfLiuy,evt_UFRThe08SEAh2q,PAYMENT,298885,5978,1076,291831,2026-07-14T11:30:00,INR,
dtl_z83j6jX97hkwZF,setl_hFPBsOWdqVAlrz,evt_k1DJPLzFcFd6oC,PAYMENT,99900,1998,360,97542,2026-06-18T11:30:00,INR,
dtl_PBIIM3sAiBsala,setl_6txF0fX2UjMCG5,evt_wJwtnV7rsyJmxo,PAYMENT,1299900,0,0,1299900,2026-07-11T11:30:00,INR,
dtl_UqpPUDUQbZXYHx,setl_RykAhvNslI8o6W,evt_V3e97Pu75v2TmQ,PAYMENT,119900,2398,432,117070,2026-06-18T11:30:00,INR,
dtl_n2AMvE9TwFUv0o,setl_gAZ1aduoTphF5F,evt_PewLKPfsDHnX8a,PAYMENT,499900,0,0,499900,2026-07-16T11:30:00,INR,
dtl_YiPYtxWImP87t7,setl_iKzEk7jiQP4jwo,evt_rXnSxInztk4z9F,PAYMENT,49362,0,0,49362,2026-07-07T11:30:00,INR,
dtl_PqAyZI21gAgA2v,setl_LaFJIUX50UDjqs,evt_rdEA0NqhmOGrhG,PAYMENT,373513,7470,1345,364698,2026-06-15T11:30:00,INR,
dtl_6p9PXqDvAQfDKT,setl_4ueDi3TNSuo2uq,evt_4JRpTxXRYKiNJj,PAYMENT,59900,1048,189,58663,2026-06-16T11:30:00,INR,
dtl_t6iQPU9nlrt3Gi,setl_SFpPdKRakjOCRk,evt_HEGAPahBI01fl2,PAYMENT,999000,19980,3596,975424,2026-06-27T11:30:00,INR,
dtl_GPdyTFytBv73YA,setl_s8yal8gd0kJSkH,evt_7f7angnOXy5SzH,PAYMENT,1999900,39998,7200,1952702,2026-06-12T11:30:00,INR,
dtl_J9t6pMmPLrVtAz,setl_VMquDrQtzqzXkB,evt_RBYktd2CcnbQeW,PAYMENT,43000,0,0,43000,2026-07-15T11:30:00,INR,
dtl_NOJig6ec1bImPp,setl_xmlmyMKqNm7aHK,evt_LyZ1QfDn9zW71i,PAYMENT,474600,0,0,474600,2026-07-16T11:30:00,INR,
dtl_3nIbG41342hTry,setl_Yll1nXEMoHp2NQ,evt_x4w84fs5E2wOuu,PAYMENT,49900,0,0,49900,2026-06-08T11:30:00,INR,
dtl_6XwstvWlgdKTrP,setl_R6ZDQUhWPs5DwJ,evt_DlSYcvhUWITlbb,PAYMENT,29900,523,94,29283,2026-06-09T11:30:00,INR,
dtl_AZwmpYMeJWFCDH,setl_e49KSwjzUVytR0,evt_xfynq7NgHfSVox,PAYMENT,2914600,51006,9181,2854413,2026-06-10T11:30:00,INR,
dtl_6XS8lyNFNoDh0p,setl_AVt3uJgRapKbJS,evt_GS6UDCiLiHd2af,PAYMENT,337700,0,0,337700,2026-06-05T11:30:00,INR,
dtl_ceXxJky8GvhBF4,setl_Y8I67wvqlLTGfF,evt_YDjG0xzPRjgjyk,PAYMENT,111900,2238,403,109259,2026-07-03T11:30:00,INR,
dtl_rRCyusgIj66GFB,setl_49bpPV3IQj1KD1,evt_CiXkwk3e44mH1B,PAYMENT,299900,0,0,299900,2026-07-14T11:30:00,INR,
dtl_8mUuhpa4VSefk2,setl_Y7X6VVDDdxfgR0,evt_75WC8LjnW1BlBu,PAYMENT,199900,0,0,199900,2026-06-25T11:30:00,INR,
dtl_p4S9UWCKs1irkY,setl_IsnbKMrGkHeUcr,evt_qv1dvW57SLRqYN,PAYMENT,11108,194,35,10879,2026-06-19T11:30:00,INR,
dtl_6FjdWus7Qgb3Gt,setl_grV3dCj2M180bR,evt_fKhdv3ZF7CAy0G,PAYMENT,168770,2953,532,165285,2026-06-30T11:30:00,INR,
dtl_c2vmWjGxFAJFjL,setl_FFPxXN3jnGVe7X,evt_ayaLeLJcgGTNXs,PAYMENT,1299900,0,0,1299900,2026-06-30T11:30:00,INR,
dtl_wCBHWOHFrAoX6P,setl_O7Lzd80WjFYDbY,evt_8haCQ808l9Ctb6,PAYMENT,47100,942,170,45988,2026-06-18T11:30:00,INR,
dtl_YJmM6kz4bqz37Y,setl_bL6f612eOxxR9n,evt_fWjEZs3XY9KCzQ,PAYMENT,2999900,0,0,2999900,2026-07-08T11:30:00,INR,
dtl_00DkLGbA3oAd6N,setl_KmURa2I267swj7,evt_QCfjYxB2eXQDyq,PAYMENT,211055,3693,665,206697,2026-06-19T11:30:00,INR,
dtl_XvJWqKOU1LhZNt,setl_hB25esJYD5aLD1,evt_7hXVfM6sTB5IgO,PAYMENT,1299900,0,0,1299900,2026-06-02T11:30:00,INR,
dtl_92hU5dK2466Pli,setl_MvbFhJFSBGaJcK,evt_oXRjgia8Np2TDx,PAYMENT,499900,14997,2699,482204,2026-07-08T11:30:00,INR,
dtl_kMCcQEfmBN8lNW,setl_SZW4AHt3gb9xF8,evt_ouSp254qJXhULB,PAYMENT,5205,0,0,5205,2026-07-15T11:30:00,INR,
dtl_kxfCYgAAYrUo2T,setl_AVt3uJgRapKbJS,evt_Di3qKtWGDFWfjW,PAYMENT,149900,0,0,149900,2026-06-05T11:30:00,INR,
dtl_7bmNYI1Z0LPEHF,setl_24aVE2gdEZUJTc,evt_5e20Hf9qGkggoq,PAYMENT,1499900,0,0,1499900,2026-07-08T11:30:00,INR,
dtl_t4WDLxRBqBjKMR,setl_Y8I67wvqlLTGfF,evt_kdFcvGsxfGPXRO,PAYMENT,7500,0,0,7500,2026-07-03T11:30:00,INR,
dtl_Z0vl1H9EKcJo85,setl_st2LXdqUXXd2wR,evt_lDBPdarqx9kruG,PAYMENT,208800,3654,658,204488,2026-07-16T11:30:00,INR,
dtl_dV5ZJSI0M0xm4S,setl_sRMibkqNeUvXxw,evt_4EZ0HFjh963OEQ,PAYMENT,16044600,320892,57761,15665947,2026-06-13T11:30:00,INR,
dtl_IdfCcSU5OUHVnQ,setl_S2SSI1eu2aO44I,evt_v7YvoNGLqRIljY,PAYMENT,236600,0,0,236600,2026-07-15T11:30:00,INR,
dtl_5peuFyDXshQtny,setl_T0WyYAfTOD4DoV,evt_qhECsnsrMYIuxl,PAYMENT,4900,98,18,4784,2026-06-02T11:30:00,INR,
dtl_Q40tGbyxlkxL2F,setl_LaFJIUX50UDjqs,evt_Yg0qZT0lGfG9YR,PAYMENT,299900,0,0,299900,2026-06-15T11:30:00,INR,
dtl_H3WoVrQM8gxx16,setl_EoLin5D3S93kqa,evt_wpOCeEZYPp2hf1,REFUND,-10000103,0,0,-10000103,2026-06-09T11:30:00,INR,
dtl_but3T8MR7nLHkh,setl_kn0jja0k9xiIlq,evt_sAgZDnKaqJgRiK,PAYMENT,39700,794,143,38763,2026-06-04T11:30:00,INR,
dtl_u7dfr93sY3Tg0L,setl_CWH3h0H90MrT91,evt_OLClYtBUvE8u8n,PAYMENT,39080900,1172427,211037,37697436,2026-07-08T11:30:00,INR,
dtl_xR1SqOg2c57oGG,setl_f1VojUeZdAFGgW,evt_DLEhhgvrvkfoYc,PAYMENT,2499900,43748,7875,2448277,2026-06-27T11:30:00,INR,
dtl_T2Gx8BGXsFcSlp,setl_WZRKb8aiPtAlOn,evt_Zj89YzSIfOPMln,PAYMENT,15800,316,57,15427,2026-06-26T11:30:00,INR,
dtl_s5bMIUIdL2gOMg,setl_zS5C7vNKEy36CC,evt_Xm25aYxmj2Pfrx,PAYMENT,30000303,0,0,30000303,2026-06-06T11:30:00,INR,
